text_id	modal	n_tokens	corpus	genre	text_category	n_words	time_period	variety
A31	might	0	Brown	press	press_reportage	2299	1961	AmE
A31	must	0	Brown	press	press_reportage	2299	1961	AmE
A31	shall	0	Brown	press	press_reportage	2299	1961	AmE
A31	should	0	Brown	press	press_reportage	2299	1961	AmE
A31	will	24	Brown	press	press_reportage	2299	1961	AmE
A31	would	0	Brown	press	press_reportage	2299	1961	AmE
A32	can	6	Brown	press	press_reportage	2279	1961	AmE
A32	could	1	Brown	press	press_reportage	2279	1961	AmE
A32	may	4	Brown	press	press_reportage	2279	1961	AmE
A32	might	0	Brown	press	press_reportage	2279	1961	AmE
A32	must	4	Brown	press	press_reportage	2279	1961	AmE
A32	shall	0	Brown	press	press_reportage	2279	1961	AmE
A32	should	2	Brown	press	press_reportage	2279	1961	AmE
A32	will	17	Brown	press	press_reportage	2279	1961	AmE
A32	would	3	Brown	press	press_reportage	2279	1961	AmE
A33	can	1	Brown	press	press_reportage	2272	1961	AmE
A33	could	6	Brown	press	press_reportage	2272	1961	AmE
A33	may	0	Brown	press	press_reportage	2272	1961	AmE
A33	might	0	Brown	press	press_reportage	2272	1961	AmE
A33	must	0	Brown	press	press_reportage	2272	1961	AmE
A33	shall	0	Brown	press	press_reportage	2272	1961	AmE
A33	should	1	Brown	press	press_reportage	2272	1961	AmE
A33	will	5	Brown	press	press_reportage	2272	1961	AmE
A33	would	2	Brown	press	press_reportage	2272	1961	AmE
A34	can	2	Brown	press	press_reportage	2227	1961	AmE
A34	could	3	Brown	press	press_reportage	2227	1961	AmE
A34	may	3	Brown	press	press_reportage	2227	1961	AmE
A34	might	5	Brown	press	press_reportage	2227	1961	AmE
A34	must	0	Brown	press	press_reportage	2227	1961	AmE
A34	shall	0	Brown	press	press_reportage	2227	1961	AmE
A34	should	1	Brown	press	press_reportage	2227	1961	AmE
A34	will	6	Brown	press	press_reportage	2227	1961	AmE
A34	would	10	Brown	press	press_reportage	2227	1961	AmE
A35	can	2	Brown	press	press_reportage	2172	1961	AmE
A35	could	3	Brown	press	press_reportage	2172	1961	AmE
A35	may	6	Brown	press	press_reportage	2172	1961	AmE
A35	might	1	Brown	press	press_reportage	2172	1961	AmE
A35	must	1	Brown	press	press_reportage	2172	1961	AmE
A35	shall	0	Brown	press	press_reportage	2172	1961	AmE
A35	should	4	Brown	press	press_reportage	2172	1961	AmE
A35	will	2	Brown	press	press_reportage	2172	1961	AmE
A35	would	3	Brown	press	press_reportage	2172	1961	AmE
A36	can	6	Brown	press	press_reportage	2228	1961	AmE
A36	could	2	Brown	press	press_reportage	2228	1961	AmE
A36	may	1	Brown	press	press_reportage	2228	1961	AmE
A36	might	1	Brown	press	press_reportage	2228	1961	AmE
A36	must	7	Brown	press	press_reportage	2228	1961	AmE
A36	shall	0	Brown	press	press_reportage	2228	1961	AmE
A36	should	2	Brown	press	press_reportage	2228	1961	AmE
A36	will	2	Brown	press	press_reportage	2228	1961	AmE
A36	would	8	Brown	press	press_reportage	2228	1961	AmE
A37	can	1	Brown	press	press_reportage	2304	1961	AmE
A37	could	5	Brown	press	press_reportage	2304	1961	AmE
A37	may	0	Brown	press	press_reportage	2304	1961	AmE
A37	might	1	Brown	press	press_reportage	2304	1961	AmE
A37	must	0	Brown	press	press_reportage	2304	1961	AmE
A37	shall	0	Brown	press	press_reportage	2304	1961	AmE
A37	should	2	Brown	press	press_reportage	2304	1961	AmE
A37	will	1	Brown	press	press_reportage	2304	1961	AmE
A37	would	5	Brown	press	press_reportage	2304	1961	AmE
A38	can	4	Brown	press	press_reportage	2226	1961	AmE
A38	could	2	Brown	press	press_reportage	2226	1961	AmE
A38	may	0	Brown	press	press_reportage	2226	1961	AmE
A38	might	0	Brown	press	press_reportage	2226	1961	AmE
A38	must	0	Brown	press	press_reportage	2226	1961	AmE
A38	shall	0	Brown	press	press_reportage	2226	1961	AmE
A38	should	0	Brown	press	press_reportage	2226	1961	AmE
A38	will	2	Brown	press	press_reportage	2226	1961	AmE
A38	would	2	Brown	press	press_reportage	2226	1961	AmE
A39	can	5	Brown	press	press_reportage	2422	1961	AmE
A39	could	0	Brown	press	press_reportage	2422	1961	AmE
A39	may	1	Brown	press	press_reportage	2422	1961	AmE
A39	might	0	Brown	press	press_reportage	2422	1961	AmE
A39	must	1	Brown	press	press_reportage	2422	1961	AmE
A39	shall	0	Brown	press	press_reportage	2422	1961	AmE
A39	should	0	Brown	press	press_reportage	2422	1961	AmE
A39	will	7	Brown	press	press_reportage	2422	1961	AmE
A39	would	5	Brown	press	press_reportage	2422	1961	AmE
A40	can	0	Brown	press	press_reportage	2326	1961	AmE
A40	could	5	Brown	press	press_reportage	2326	1961	AmE
A40	may	1	Brown	press	press_reportage	2326	1961	AmE
A40	might	2	Brown	press	press_reportage	2326	1961	AmE
A40	must	0	Brown	press	press_reportage	2326	1961	AmE
A40	shall	0	Brown	press	press_reportage	2326	1961	AmE
A40	should	0	Brown	press	press_reportage	2326	1961	AmE
A40	will	6	Brown	press	press_reportage	2326	1961	AmE
A40	would	3	Brown	press	press_reportage	2326	1961	AmE
A41	can	1	Brown	press	press_reportage	2292	1961	AmE
A41	could	1	Brown	press	press_reportage	2292	1961	AmE
A41	may	5	Brown	press	press_reportage	2292	1961	AmE
A41	might	7	Brown	press	press_reportage	2292	1961	AmE
A41	must	0	Brown	press	press_reportage	2292	1961	AmE
A41	shall	0	Brown	press	press_reportage	2292	1961	AmE
A41	should	1	Brown	press	press_reportage	2292	1961	AmE
A41	will	2	Brown	press	press_reportage	2292	1961	AmE
A41	would	6	Brown	press	press_reportage	2292	1961	AmE
A42	can	1	Brown	press	press_reportage	2320	1961	AmE
A42	could	2	Brown	press	press_reportage	2320	1961	AmE
A42	may	0	Brown	press	press_reportage	2320	1961	AmE
A42	might	1	Brown	press	press_reportage	2320	1961	AmE
A42	must	0	Brown	press	press_reportage	2320	1961	AmE
A42	shall	1	Brown	press	press_reportage	2320	1961	AmE
A42	should	0	Brown	press	press_reportage	2320	1961	AmE
A42	will	0	Brown	press	press_reportage	2320	1961	AmE
A42	would	7	Brown	press	press_reportage	2320	1961	AmE
A43	can	5	Brown	press	press_reportage	2288	1961	AmE
A43	could	0	Brown	press	press_reportage	2288	1961	AmE
A43	may	3	Brown	press	press_reportage	2288	1961	AmE
A43	might	0	Brown	press	press_reportage	2288	1961	AmE
A43	must	0	Brown	press	press_reportage	2288	1961	AmE
A43	shall	0	Brown	press	press_reportage	2288	1961	AmE
A43	should	0	Brown	press	press_reportage	2288	1961	AmE
A43	will	12	Brown	press	press_reportage	2288	1961	AmE
A43	would	2	Brown	press	press_reportage	2288	1961	AmE
A44	can	7	Brown	press	press_reportage	2272	1961	AmE
A44	could	2	Brown	press	press_reportage	2272	1961	AmE
A44	may	6	Brown	press	press_reportage	2272	1961	AmE
A44	might	2	Brown	press	press_reportage	2272	1961	AmE
A44	must	4	Brown	press	press_reportage	2272	1961	AmE
A44	shall	0	Brown	press	press_reportage	2272	1961	AmE
A44	should	0	Brown	press	press_reportage	2272	1961	AmE
A44	will	5	Brown	press	press_reportage	2272	1961	AmE
A44	would	2	Brown	press	press_reportage	2272	1961	AmE
B01	can	5	Brown	press	press_editorial	2203	1961	AmE
B01	could	2	Brown	press	press_editorial	2203	1961	AmE
B01	may	1	Brown	press	press_editorial	2203	1961	AmE
B01	might	0	Brown	press	press_editorial	2203	1961	AmE
B01	must	1	Brown	press	press_editorial	2203	1961	AmE
B01	shall	1	Brown	press	press_editorial	2203	1961	AmE
B01	should	5	Brown	press	press_editorial	2203	1961	AmE
B01	will	9	Brown	press	press_editorial	2203	1961	AmE
B01	would	6	Brown	press	press_editorial	2203	1961	AmE
B02	can	3	Brown	press	press_editorial	2221	1961	AmE
B02	could	0	Brown	press	press_editorial	2221	1961	AmE
B02	may	5	Brown	press	press_editorial	2221	1961	AmE
B02	might	4	Brown	press	press_editorial	2221	1961	AmE
B02	must	6	Brown	press	press_editorial	2221	1961	AmE
B02	shall	0	Brown	press	press_editorial	2221	1961	AmE
B02	should	3	Brown	press	press_editorial	2221	1961	AmE
B02	will	7	Brown	press	press_editorial	2221	1961	AmE
B02	would	12	Brown	press	press_editorial	2221	1961	AmE
B03	can	8	Brown	press	press_editorial	2231	1961	AmE
B03	could	1	Brown	press	press_editorial	2231	1961	AmE
B03	may	0	Brown	press	press_editorial	2231	1961	AmE
B03	might	3	Brown	press	press_editorial	2231	1961	AmE
B03	must	1	Brown	press	press_editorial	2231	1961	AmE
B03	shall	0	Brown	press	press_editorial	2231	1961	AmE
B03	should	2	Brown	press	press_editorial	2231	1961	AmE
B03	will	4	Brown	press	press_editorial	2231	1961	AmE
B03	would	9	Brown	press	press_editorial	2231	1961	AmE
B04	can	7	Brown	press	press_editorial	2230	1961	AmE
B04	could	2	Brown	press	press_editorial	2230	1961	AmE
B04	may	0	Brown	press	press_editorial	2230	1961	AmE
B04	might	1	Brown	press	press_editorial	2230	1961	AmE
B04	must	2	Brown	press	press_editorial	2230	1961	AmE
B04	shall	1	Brown	press	press_editorial	2230	1961	AmE
B04	should	1	Brown	press	press_editorial	2230	1961	AmE
B04	will	10	Brown	press	press_editorial	2230	1961	AmE
B04	would	4	Brown	press	press_editorial	2230	1961	AmE
B05	can	3	Brown	press	press_editorial	2257	1961	AmE
B05	could	1	Brown	press	press_editorial	2257	1961	AmE
B05	may	8	Brown	press	press_editorial	2257	1961	AmE
B05	might	1	Brown	press	press_editorial	2257	1961	AmE
B05	must	4	Brown	press	press_editorial	2257	1961	AmE
B05	shall	0	Brown	press	press_editorial	2257	1961	AmE
B05	should	4	Brown	press	press_editorial	2257	1961	AmE
B05	will	11	Brown	press	press_editorial	2257	1961	AmE
B05	would	7	Brown	press	press_editorial	2257	1961	AmE
B06	can	4	Brown	press	press_editorial	2242	1961	AmE
B06	could	3	Brown	press	press_editorial	2242	1961	AmE
B06	may	4	Brown	press	press_editorial	2242	1961	AmE
B06	might	1	Brown	press	press_editorial	2242	1961	AmE
B06	must	2	Brown	press	press_editorial	2242	1961	AmE
B06	shall	0	Brown	press	press_editorial	2242	1961	AmE
B06	should	4	Brown	press	press_editorial	2242	1961	AmE
B06	will	11	Brown	press	press_editorial	2242	1961	AmE
B06	would	4	Brown	press	press_editorial	2242	1961	AmE
B07	can	3	Brown	press	press_editorial	2238	1961	AmE
B07	could	1	Brown	press	press_editorial	2238	1961	AmE
B07	may	4	Brown	press	press_editorial	2238	1961	AmE
B07	might	0	Brown	press	press_editorial	2238	1961	AmE
B07	must	6	Brown	press	press_editorial	2238	1961	AmE
B07	shall	4	Brown	press	press_editorial	2238	1961	AmE
B07	should	5	Brown	press	press_editorial	2238	1961	AmE
B07	will	20	Brown	press	press_editorial	2238	1961	AmE
B07	would	2	Brown	press	press_editorial	2238	1961	AmE
B08	can	7	Brown	press	press_editorial	2340	1961	AmE
B08	could	4	Brown	press	press_editorial	2340	1961	AmE
B08	may	0	Brown	press	press_editorial	2340	1961	AmE
B08	might	1	Brown	press	press_editorial	2340	1961	AmE
B08	must	5	Brown	press	press_editorial	2340	1961	AmE
B08	shall	1	Brown	press	press_editorial	2340	1961	AmE
B08	should	2	Brown	press	press_editorial	2340	1961	AmE
B08	will	9	Brown	press	press_editorial	2340	1961	AmE
B08	would	5	Brown	press	press_editorial	2340	1961	AmE
B09	can	3	Brown	press	press_editorial	2293	1961	AmE
B09	could	4	Brown	press	press_editorial	2293	1961	AmE
B09	may	0	Brown	press	press_editorial	2293	1961	AmE
B09	might	1	Brown	press	press_editorial	2293	1961	AmE
B09	must	1	Brown	press	press_editorial	2293	1961	AmE
B09	shall	0	Brown	press	press_editorial	2293	1961	AmE
B09	should	0	Brown	press	press_editorial	2293	1961	AmE
B09	will	2	Brown	press	press_editorial	2293	1961	AmE
